Timestamp (Elapsed time in seconds),PID,FPS,99(%) FPS,Render Latency(MSec),Average PC Latency(MSec),CPU Utilization(%),GPU1 Utilization(%),GPU1 Temperature(Degrees celsius),GPU1 Frequency(MHz),GPU1 Memory Frequency(MHz),GPU1 Voltage(Milli Volts),GPU1 Fan1 Speed (RPM),GPU1 Fan2 Speed (RPM),GPU2 Utilization(%),GPU2 Temperature(Degrees celsius),GPU2 Frequency(MHz),GPU2 Memory Frequency(MHz),GPU2 Voltage(Milli Volts),GPU2 Fan1 Speed (RPM),GPU2 Fan2 Speed (RPM),
0.189,39352,176.000,146.000,5.167,N/A,1.000,97.000,60.000,2730.000,10501.000,1.050,1164.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.693,39352,176.000,146.000,5.167,N/A,1.000,97.000,60.000,2730.000,10501.000,1.050,1164.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1.197,39352,173.000,150.000,5.532,N/A,4.000,96.000,60.000,2730.000,10501.000,1.050,1166.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1.701,39352,173.000,150.000,5.532,N/A,4.000,96.000,60.000,2730.000,10501.000,1.050,1166.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.206,39352,150.000,24.000,5.124,N/A,1.000,97.000,60.000,2730.000,10501.000,1.050,1165.000,1149.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.710,39352,150.000,24.000,5.124,N/A,1.000,97.000,60.000,2730.000,10501.000,1.050,1165.000,1149.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3.215,39352,180.000,161.000,5.735,N/A,1.000,94.000,60.000,2730.000,10501.000,1.050,1166.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3.717,39352,180.000,161.000,5.735,N/A,1.000,94.000,60.000,2730.000,10501.000,1.050,1166.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4.222,39352,169.000,150.000,6.259,N/A,3.000,95.000,60.000,2730.000,10501.000,1.050,1165.000,1149.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4.726,39352,169.000,150.000,6.259,N/A,3.000,95.000,60.000,2730.000,10501.000,1.050,1165.000,1149.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5.231,39352,163.000,141.000,5.716,N/A,0.000,97.000,61.000,2730.000,10501.000,1.050,1165.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5.735,39352,163.000,141.000,5.716,N/A,0.000,97.000,61.000,2730.000,10501.000,1.050,1165.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6.241,39352,163.000,144.000,4.673,N/A,2.000,96.000,61.000,2730.000,10501.000,1.050,1165.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6.746,39352,163.000,144.000,4.673,N/A,2.000,96.000,61.000,2730.000,10501.000,1.050,1165.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7.252,39352,165.000,132.000,5.225,N/A,2.000,93.000,60.000,2730.000,10501.000,1.050,1165.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7.755,39352,165.000,132.000,5.225,N/A,2.000,93.000,60.000,2730.000,10501.000,1.050,1165.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.260,39352,166.000,138.000,5.207,N/A,1.000,92.000,61.000,2730.000,10501.000,1.050,1165.000,1152.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.763,39352,166.000,138.000,5.207,N/A,1.000,92.000,61.000,2730.000,10501.000,1.050,1165.000,1152.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.267,39352,163.000,145.000,5.972,N/A,4.000,97.000,61.000,2730.000,10501.000,1.050,1165.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.770,39352,163.000,145.000,5.972,N/A,4.000,97.000,61.000,2730.000,10501.000,1.050,1165.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.276,39352,168.000,148.000,5.528,N/A,3.000,97.000,61.000,2730.000,10501.000,1.050,1164.000,1147.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.778,39352,168.000,148.000,5.528,N/A,3.000,97.000,61.000,2730.000,10501.000,1.050,1164.000,1147.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11.284,39352,166.000,142.000,5.801,N/A,5.000,97.000,61.000,2730.000,10501.000,1.050,1166.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11.789,39352,166.000,142.000,5.801,N/A,5.000,97.000,61.000,2730.000,10501.000,1.050,1166.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12.294,39352,165.000,144.000,5.200,N/A,1.000,97.000,61.000,2730.000,10501.000,1.050,1166.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12.797,39352,165.000,144.000,5.200,N/A,1.000,97.000,61.000,2730.000,10501.000,1.050,1166.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13.301,39352,165.000,132.000,6.739,N/A,1.000,96.000,61.000,2730.000,10501.000,1.050,1165.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13.804,39352,165.000,132.000,6.739,N/A,1.000,96.000,61.000,2730.000,10501.000,1.050,1165.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14.307,39352,166.000,142.000,6.039,N/A,2.000,97.000,62.000,2730.000,10501.000,1.050,1165.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14.811,39352,166.000,142.000,6.039,N/A,2.000,97.000,62.000,2730.000,10501.000,1.050,1165.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15.317,39352,168.000,139.000,6.724,N/A,0.000,97.000,62.000,2730.000,10501.000,1.050,1165.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
15.820,39352,168.000,139.000,6.724,N/A,0.000,97.000,62.000,2730.000,10501.000,1.050,1165.000,1150.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16.224,39352,166.000,148.000,7.394,N/A,0.000,97.000,63.000,2730.000,10501.000,1.050,1165.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16.727,39352,166.000,148.000,7.394,N/A,0.000,97.000,63.000,2730.000,10501.000,1.050,1165.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17.232,39352,162.000,144.000,5.713,N/A,0.000,96.000,62.000,2730.000,10501.000,1.050,1165.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17.737,39352,162.000,144.000,5.713,N/A,0.000,96.000,62.000,2730.000,10501.000,1.050,1165.000,1151.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18.241,39352,165.000,149.000,7.668,N/A,0.000,96.000,62.000,2730.000,10501.000,1.050,1165.000,1152.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18.744,39352,165.000,149.000,7.668,N/A,0.000,96.000,62.000,2730.000,10501.000,1.050,1165.000,1152.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19.250,39352,163.000,135.000,5.523,N/A,1.000,97.000,63.000,2730.000,10501.000,1.050,1166.000,1157.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19.754,39352,163.000,135.000,5.523,N/A,1.000,97.000,63.000,2730.000,10501.000,1.050,1166.000,1157.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
